ID,NAME,DESCRIPTION,PRICE
695,Water - Tonic,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,14.09
696,Wine - Segura Viudas Aria Brut,nulla integer pede justo lacinia eget tincidunt eget tempus vel,27.86
697,Oil - Sunflower,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,92.36
698,Turkey - Ground. Lean,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,91.59
699,Garlic Powder,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,74.15
700,Wine - Guy Sage Touraine,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,91.72
701,"Soup - Campbells, Creamy",fusce consequat nulla nisl nunc nisl duis bibendum felis sed,69.26
702,Flour - Masa De Harina Mexican,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,14.73
703,Honey - Liquid,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,36.44
704,"Tomatoes - Cherry, Yellow",ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,55.16
705,Coffee - Frthy Coffee Crisp,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,7.5
706,Guava,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,47.97
707,Banana - Green,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,45.71
708,"Loaf Pan - 2 Lb, Foil",nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,45.35
709,"Carrots - Purple, Organic",donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,25.49
710,Tray - 16in Rnd Blk,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,28.55
711,Uniform Linen Charge,semper est quam pharetra magna ac consequat metus sapien ut nunc,24.05
712,Pepper - Roasted Red,cras pellentesque volutpat dui maecenas tristique est et tempus semper est,66.3
713,Eel - Smoked,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,9.8
714,Haggis,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,71.07
715,"Pasta - Lasagna Noodle, Frozen",et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,6.77
716,Bread - Pumpernickel,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,51.6
717,Wine - Riesling Alsace Ac 2001,sapien sapien non mi integer ac neque duis bibendum morbi non quam,22.56
718,Bread Base - Gold Formel,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,85.99
719,"Lettuce - Romaine, Heart",rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,92.48
720,Energy Drink - Franks Pineapple,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,89.14
721,"Quail - Whole, Boneless",posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,1.56
722,Petit Baguette,porttitor pede justo eu massa donec dapibus duis at velit eu est congue,75.55
723,Foam Cup 6 Oz,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,79.87
724,Oil - Sesame,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,74.43
725,Pear - Halves,vel est donec odio justo sollicitudin ut suscipit a feugiat et,95.27
726,"Bread - Roll, Italian",at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,33.83
727,Vinegar - Balsamic,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,87.26
728,Pate - Cognac,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,42.91
729,Sprite - 355 Ml,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,69.96
730,Lidsoupcont Rp12dn,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,18.14
731,Pepper - Sorrano,massa donec dapibus duis at velit eu est congue elementum in hac,51.45
732,Sun - Dried Tomatoes,orci luctus et ultrices posuere cubilia curae donec pharetra magna,34.98
733,Squid - U - 10 Thailand,velit id pretium iaculis diam erat fermentum justo nec condimentum,40.61
734,"Leeks - Baby, White",morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,39.21
735,Pear - Asian,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,90.71
736,Beef - Ground Lean Fresh,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,14.42
737,"Syrup - Golden, Lyles",leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat,65.38
738,Fruit Salad Deluxe,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce,70.71
739,Sweet Pea Sprouts,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,84.23
740,Beef - Striploin,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,40.88
741,"Beef - Roasted, Cooked",a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,33.19
742,Flour - So Mix Cake White,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,87.55
743,Basil - Fresh,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,69.86
744,"Beef - Ground, Extra Lean, Fresh",diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,29.73
745,Jello - Assorted,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,23.49
746,Coconut - Whole,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,64.13
747,Truffle - Whole Black Peeled,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,51.13
748,"Syrup - Monin, Amaretta",elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,21.54
749,Plums - Red,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,8.37
750,Wine - Red Oakridge Merlot,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,97.27
751,Bread Foccacia Whole,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,3.52
752,Garlic - Elephant,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,4.15
753,Spice - Chili Powder Mexican,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,58.76
754,"Beans - Kidney, Red Dry",potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,45.47
755,Cup - 8oz Coffee Perforated,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,22.99
756,Cheese Cloth,libero rutrum ac lobortis vel dapibus at diam nam tristique,86.43
757,"Sprite, Diet - 355ml",dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,34.08
758,Guinea Fowl,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,95.23
759,Flower - Commercial Spider,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,91.63
760,"Doilies - 7, Paper",interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,29.51
761,Nougat - Paste / Cream,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,46.47
762,Fudge - Cream Fudge,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,5.39
763,Beer - Sleemans Honey Brown,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,98.93
764,"Nut - Pecan, Pieces",sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,64.31
765,Chocolate - Semi Sweet,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,95.64
766,Sherbet - Raspberry,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,26.73
767,Beans - French,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,54.19
768,Spring Roll Wrappers,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,71.14
769,"Chicken - Wings, Tip Off",sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,71.6
770,Celery Root,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,54.29
771,Honey - Lavender,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,92.4
772,Flour - Rye,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,12.02
773,Sping Loaded Cup Dispenser,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,76.37
774,Aspic - Light,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,24.67
775,Towel - Roll White,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,54.13
776,Soup - Cream Of Potato / Leek,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,18.13
777,Lime Cordial - Roses,dapibus duis at velit eu est congue elementum in hac habitasse,4.17
778,Piping - Bags Quizna,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,62.25
779,Towel Multifold,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,43.15
780,Syrup - Kahlua Chocolate,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,6.9
781,Wine - Black Tower Qr,vestibulum proin eu mi nulla ac enim in tempor turpis nec,86.46
782,Glaze - Clear,turpis enim blandit mi in porttitor pede justo eu massa,49.9
783,Cloves - Ground,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,89.36
784,Cornflakes,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,48.68
785,"Cheese - Havarti, Roasted Garlic",id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,68.58
786,Lychee - Canned,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,3.31
787,Bagelers - Cinn / Brown Sugar,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,12.62
788,"Glass - Wine, Plastic, Clear 5 Oz",tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,18.98
789,Ham - Cooked Italian,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,53.02
790,"Pepper - Green, Chili",hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,69.36
791,Flour - Masa De Harina Mexican,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,91.22
792,"Nut - Almond, Blanched, Sliced",praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,84.58
793,Rhubarb,sollicitudin ut suscipit a feugiat et eros vestibulum ac est,78.83
794,Truffle Shells - White Chocolate,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,7.29
795,Lemons,nunc proin at turpis a pede posuere nonummy integer non velit,19.68
796,Tray - 12in Rnd Blk,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,21.01
797,Coffee Guatemala Dark,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,55.64
798,Chutney Sauce - Mango,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,64.25
799,"Capon - Breast, Wing On",elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,58.37
800,Vaccum Bag 10x13,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,29.61
801,Salmon Steak - Cohoe 6 Oz,proin leo odio porttitor id consequat in consequat ut nulla sed,16.58
802,Soup - Campbells - Tomato,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,97.94
803,Carbonated Water - Wildberry,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,44.59
804,Pie Filling - Cherry,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,88.62
805,"Nut - Chestnuts, Whole",adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,45.87
806,Lettuce - Belgian Endive,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,87.74
807,Cod - Fillets,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,72.51
808,Wine - Chateau Bonnet,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,31.07
809,Lobster - Live,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,62.47
810,Seaweed Green Sheets,nulla dapibus dolor vel est donec odio justo sollicitudin ut,63.92
811,Huck White Towels,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,47.56
812,Tea - Herbal Sweet Dreams,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,17.6
813,Lamb Leg - Bone - In Nz,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,6.86
814,Soup - Chicken And Wild Rice,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,36.35
815,Cranberries - Fresh,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,8.21
816,Liquid Aminios Acid - Braggs,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,71.56
817,Mace Ground,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,43.14
818,Otomegusa Dashi Konbu,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,4.48
819,Longos - Assorted Sandwich,aliquam non mauris morbi non lectus aliquam sit amet diam in magna,18.72
820,Wine - Taylors Reserve,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,34.28
821,"Soup - Canadian Pea, Dry Mix",non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,81.97
822,Dooleys Toffee,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,7.57
823,Wine - Magnotta - Cab Franc,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,40.1
824,Miso Paste White,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,12.1
825,Onions - Pearl,sapien arcu sed augue aliquam erat volutpat in congue etiam,98.76
826,Bread - English Muffin,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,65.71
827,"Wine - Cahors Ac 2000, Clos",neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,17.73
828,Tea - English Breakfast,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,57.9
829,Chutney Sauce,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,51.75
830,Muffins - Assorted,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,39.98
831,Parsley - Fresh,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,44.51
832,Chips Potato Salt Vinegar 43g,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,43.22
833,Lid - 3oz Med Rec,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,68.63
834,Coriander - Seed,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,54.27
835,"Rum - Light, Captain Morgan",platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,79.75
836,Relish,lacus at velit vivamus vel nulla eget eros elementum pellentesque,73.91
837,Lamb Rack - Ontario,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,58.97
838,Pea - Snow,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,10.74
839,Chicken Breast Wing On,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,18.52
840,Island Oasis - Peach Daiquiri,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,34.95
841,Sugar - Palm,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,21.53
842,Tea - Orange Pekoe,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,40.37
843,Urban Zen Drinks,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,61.61
844,Beef - Ox Tongue,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,94.73
845,"Tomatoes - Vine Ripe, Yellow",sed augue aliquam erat volutpat in congue etiam justo etiam pretium,6.02
846,Bread - Pita,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,84.36
847,Ocean Spray - Kiwi Strawberry,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,41.7
848,Shortbread - Cookie Crumbs,a suscipit nulla elit ac nulla sed vel enim sit amet,94.41
849,Mikes Hard Lemonade,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,60.32
850,Bread - 10 Grain,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,60.35
851,Broom And Brush Rack Black,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,34.61
852,Wine - Alsace Riesling Reserve,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,51.03
853,Lid Tray - 12in Dome,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,6.09
854,Wine - Acient Coast Caberne,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,47.4
855,Wine - Spumante Bambino White,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,29.02
856,"Vodka - Lemon, Absolut",nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,55.89
857,Barley - Pearl,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,39.29
858,"Lemonade - Mandarin, 591 Ml",tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,19.86
859,"Bread - Pullman, Sliced",nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,3.22
860,"Stock - Beef, White",aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,12.89
861,Pork - European Side Bacon,quam pede lobortis ligula sit amet eleifend pede libero quis orci,27.78
862,Wine - Alicanca Vinho Verde,id sapien in sapien iaculis congue vivamus metus arcu adipiscing,31.78
863,Flower - Dish Garden,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,63.87
864,"Liners - Banana, Paper",pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,67.7
865,"Juice - Grape, White",eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,67.39
866,"Chicken - White Meat, No Tender",placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,58.96
867,"Lentils - Red, Dry",primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,10.18
868,"Pork - Loin, Boneless",porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac,52.36
869,Hog / Sausage Casing - Pork,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,2.32
870,"Veal - Chops, Split, Frenched",congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,2.12
871,Milk - Chocolate 250 Ml,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,97.93
872,Muffin Carrot - Individual,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,20.2
873,Eel - Smoked,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,58.18
874,Mustard - Pommery,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,83.75
875,"Tortillas - Flour, 10",curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,45.48
876,Contreau,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,90.87
877,"Wine - White, Riesling, Semi - Dry",morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,89.15
878,"Napkin - Beverge, White 2 - Ply",sed interdum venenatis turpis enim blandit mi in porttitor pede justo,45.9
879,Hand Towel,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,88.79
880,Beans - Kidney White,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,30.25
881,Pectin,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,63.49
882,Muffin - Bran Ind Wrpd,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,63.89
883,"Wine - White, Riesling, Semi - Dry",ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,23.13
884,Orange - Blood,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,38.4
885,Lighter - Bbq,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,69.24
886,"Melon - Watermelon, Seedless",ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,62.92
887,Pur Source,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,52.19
888,Cheese - Pied De Vents,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,48.55
889,Flour Dark Rye,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,56.53
890,Chinese Foods - Plain Fried Rice,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,13.35
891,Flavouring - Orange,nec condimentum neque sapien placerat ante nulla justo aliquam quis,96.35
892,Dc Hikiage Hira Huba,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,11.95
893,Pepper - Green,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,76.43
894,"Pork - Back, Long Cut, Boneless",sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,49.6
895,Trueblue - Blueberry Cranberry,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,34.67
896,Flax Seed,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,96.99
897,Guinea Fowl,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,64.95
898,Wine - Malbec Trapiche Reserve,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,97.36
899,Muffin - Carrot Individual Wrap,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,55.9
900,Pepper - Orange,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,84.18
901,Onions - Spanish,odio cras mi pede malesuada in imperdiet et commodo vulputate justo,74.62
902,Wooden Mop Handle,metus aenean fermentum donec ut mauris eget massa tempor convallis,78.21
903,Dc Hikiage Hira Huba,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,47.21
904,Squash - Sunburst,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,5.63
905,Pork Ham Prager,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,63.37
906,Mix - Cappucino Cocktail,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,70.92
907,Broccoli - Fresh,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,33.09
908,Bamboo Shoots - Sliced,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,33.25
909,English Muffin,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,74.23
910,Strawberries - California,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque,93.71
911,Grapes - Red,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,72.24
912,Mangostein,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,4.59
913,"Turkey - Breast, Bone - In",erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,20.87
914,Lotus Rootlets - Canned,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,26.19
915,Teriyaki Sauce,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,67.34
916,Milk - 2% 250 Ml,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,6.68
917,Sausage - Liver,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,72.11
918,Tamarillo,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,36.3
919,Knife Plastic - White,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,13.91
920,Basil - Thai,ligula suspendisse ornare consequat lectus in est risus auctor sed,25.67
921,Wine - Malbec Trapiche Reserve,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,2.48
922,"Tarragon - Primerba, Paste",libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,54.92
923,"Yogurt - Raspberry, 175 Gr",lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,28.93
924,Bread Base - Gold Formel,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,1.95
